Ifna16
Mtss1
Peli1
Cul4a
Eif2s2
Nde1
Mir504
Mir504
Rnaseh2b
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Apc
Anxa7
Rsu1
Sidt2
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shh
Shb
Shb
Wdr77
Wdr77
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Men1
Ccl5
Lhx9
Scarb1
Prrx2
Prrx2
Rxrb
Rxra
Rxra
Rxra
Klk8
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnnb1
Ctnna1
Ctnna1
Ctnna1
Ctnna1
C5ar1
Btk
Btg1
Foxe3
Tbx3
Tbx3
Tbx2
Tbx2
Tbx1
Tbx1
Tbx1
Tbx1
Tbx1
Tbx1
T
Bmp4
Bmp4
Bmp4
Bmp4
Bmp2
Epha2
Epha2
Hif1a
Ctsl
Crk
Crk
Six5
Six5
Dmbt1
Hells
Hells
Tlx1
Tlx1
Tgfbr2
Tgfb3
Tgfb3
Tgfb1
Tgfb1
Tgfb1
Tgfb1
Tgfb1
Tgfb1
Tgfa
Tgfa
Ift88
Ift88
Ift88
Cr2
Comp
Comp
Comp
Vax1
Vax1
Tbx18
Tbx18
Tbx18
Tbx18
Tbx18
Tbx18
Numb
Numb
Zbtb32
Nupr1
Sfn
Sfn
Sfn
Sfn
Sfn
Phf14
Phf14
Golgb1
Agtr1a
Agt
Agt
Agt
Agt
Agt
Agt
Agt
Agt
Agt
Agt
Adk
Ada
Ada
Gm13283
Prkx
Gm36723
Cd70
Ccn3
Ccn3
Ccn3
Ilk
Ilk
Ilk
Ilk
Ilk
Dab2
Gpam
Gpam
Stc1
Vegfc
Vegfc
Vegfc
Vegfc
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Drd2
Dlx3
Dlx3
Map2k1
Map2k1
Map2k1
Rc3h2
Dbi
Ddx41
Meox2
Lims1
Lims1
Lims1
Plxnb2
Bmp7
Bmp7
Dazap1
Cd109
Cd109
Ncapg2
Racgap1
Cdkn2c
Cdkn2c
Ptch1
Ptch1
Ptch1
Ptch1
Ptch1
Ptch1
Lgr4
Lgr4
Rb1
Rb1
Rb1
Rb1
Rb1
Ripk2
Ripk2
Ripk2
Ripk2
Rarg
Rarg
Rarb
Rarb
Rarb
Foxp3
Foxp3
Foxp3
Foxp3
Foxp3
Foxp3
Foxp3
Foxp3
Foxp3
Rag2
Rag2
Raf1
Rac2
Rac2
Rac2
Rac2
Atf5
Ptprc
Ptprc
Ptprc
Ptprc
Ptprc
Ptprc
Pth1r
Pth1r
Pth1r
Pth1r
Pth1r
Esrrb
Esrrb
Fgl1
Six1
Six1
Six1
Six2
Six2
Six2
Six2
Fkbp1b
Six3
Prdx2
Pcnt
Smad1
Smad1
Smad1
Smad1
Smad1
Smad1
Smad1
Smad1
Osr2
Osr2
Osr2
Cav1
Cav1
Cav1
Cav1
Cav1
Efnb1
Gng2
Lilrb4a
Lilrb4a
H3f3b
Myh10
Esr2
Esr2
Esr2
Esr2
Flcn
Flcn
Flcn
Flcn
Flcn
Flcn
Flcn
Flcn
Gak
Gak
Gak
P2rx7
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Fgf10
Mir125b-2
Daglb
Rere
Gins4
Sphk2
Icmt
Cfb
Brd4
Esrp1
Esrp1
Ptges
Mcm10
Spink2
Fap
Hmga2
Hmga2
Hmga2
Hmga2
Hmga2
Hmga2
Thap11
Fosl2
Fosl2
Pdx1
Pdx1
Pdx1
Pdx1
Cxcr4
Cxcr4
Terc
Bysl
Ctps1
Ctps1
Ern1
Syisl
Sart3
Mab21l2
Mab21l2
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Gli3
Yme1l1
Impdh2
Atf2
Eya1
Pitx2
Brca2
Brca2
Brca2
Brca2
Brca2
Brca2
Etv6
Irs2
Irs2
Irs2
Irs2
Irs2
Bmper
Snai2
Ifna15
Psmb10
Ift52
Cd151
S1pr1
Fgfbp1
Slamf1
Ephb6
Ephb1
Bad
Bad
Sav1
Sav1
Sav1
Mir223
Mir223
Azi2
Ogfod1
Ndp
Ndp
Ndp
Ndp
Ndp
Ndp
Ndp
Pou3f3
Dct
Dct
Dct
Dct
Dct
Dct
Carm1
Carm1
Ncstn
Ncstn
Ncstn
Cul1
Chrnb2
Chrnb2
Chrnb2
Chrnb2
Ace
Abl1
Abl1
Abl1
Abl1
Abl1
Trem2
Dagla
Dagla
Nkx2-9
Prl2c3
Acvr2a
Pafah1b1
Morf4l1
Morf4l1
Map4k1
Map2k2
Map2k2
Mapk1
Nr2e3
Nr2e3
Babam1
Setdb1
Mios
Ifnz
Ifnz
Ifnz
Ifnz
Ifnz
Ifnz
Ifnz
Dach1
Dach1
Fgf18
Fgf18
Tex19.1
Tex19.1
Gh
Glul
Zfp469
Gnat1
Gnb1
Tsc2
Tsc2
Tsc2
Tsc2
Tsc2
Tsc2
Tsc2
Tsc2
Tsc2
Trim24
Trim24
Atad5
Ddit3
Tead3
Ube2l3
Itpkb
Ifna11
Dlx5
Akna
Akna
Esrp2
Esrp2
Tgfb2
Tgfbr1
Tgfbr1
Nrarp
Nrarp
Nrarp
Nrarp
Nrarp
Fcgr2b
Uchl1
Cd248
Crip3
Sphk1
Rps6
Rps6
Impdh1
Il9r
Il9
Il7r
Il7r
Il7r
Il7
Il6
Il6
Il4
Il4
Il4
Il4
Il4
Il3
Il3
Il3
Il3
Il3
Il3
Il3
Il3
Il2ra
Il2ra
Il2ra
Il2
Il2
Il2
Il2
Il2
Il2
Il12b
Il12b
Il12b
Il12b
Il12a
Il12a
Il12a
Il12a
Ihh
Ihh
Ihh
Cep120
Cep120
Cep120
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Sh2d2a
mNFYA/iso:2
Ppp1r8
Ppp1r8
Ighm
Ighm
Ighm
Ighm
Ighm
Ighd
Igfbp5
Igfbp5
Igfbp4
Igfbp4
Igfbp3
Igfbp3
Igf2
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Igf1
Ido1
AY074887
AY074887
Ncf1
Zzef1
Ythdf2
Ythdf2
Tacc3
Tacc3
Tacc3
Pax1
Hoxb4
Hoxb4
Hoxa3
Hoxa3
Rasgrp1
Rasgrp1
Hmgb1
Hlx
Hlx
Abcb1a
Ift20
Zfp36l1
Il18
Il18
Il18
Sqstm1
Aldh1a2
Aldh1a2
Itgad
Tial1
Nrg1
Ift80
Ift80
Hgf
Hgf
Hgf
Hgf
Rhbdf1
Nog
Nog
Nog
Nog
Il23a
Lnx2
Ltk
Tlr4
Tlr4
Tlr4
Ift122
Krtap21-1
Krtap21-1
Vstm4
Daxx
Daxx
Lipa
Lipa
Lipa
Lipa
Lipa
Lipa
Lipa
Lipa
Lipa
Lif
Lif
Ovol2
Ovol2
Lef1
Lef1
Igf2bp1
Gdf11
E2f8
Pik3cb
Naa60
Cldn18
Twist2
Twist2
Twist2
Twist2
Tfap2a
Rora
Pla2g2a
Tgfbr3
Tgfbr3
mTP63/iso:2
mTP63/iso:2
Tsc1
Rapgef1
Cdkn1b
Cdkn1b
Cdkn1b
Rps6ka1
Xrcc5
Tnfrsf4
Tnfsf4
Bop1
Fignl1
Pes1
Hey2
Hey2
Lepr
Cyp7b1
Tnfrsf13c
Tnfrsf13c
Tnfrsf13c
Tnfrsf13c
Tnfrsf13c
Gpc3
Gpc3
Gpc3
Gpc3
Gpc3
Loxl2
Tyk2
Tyk2
Psmg1
Ctf2
Ctf2
Ctf2
Ctf2
Gpx1
Gpx1
Gpx1
Prkar1a
Prkar1a
Lbx1
Lbx1
Lbx1
Hes1
Hes1
Hes1
Hes1
Hes1
Jarid2
Jarid2
Ndel1
Fam83d
Ifna12
Hipk1
Hipk1
Hipk2
Hipk2
Cthrc1
Id2
Dixdc1
Dixdc1
Ticam1
Nodal
Nodal
Epm2a
Npr3
Rab10
Eml1
Ints1
Hspd1
Hsf1
Hsf1
Hsf1
Hras
Hprt1
Naa35
Nol3
Krt2
Kdr
Kdr
Kdr
Kras
Kras
Kit
Kit
Kit
Kit
Kit
Kcna1
Jun
Itgb2
Itgb1
Itgb1
Itgax
Itgam
Itgal
Paupar
Hdac4
Hdac4
Or51e2
Rpgrip1
Nbn
Nbn
Nbn
Stk11
Stk11
Hhip
Hhip
Ifnar2
Kif14
Lgr5
Kank1
Stk4
Stk4
Stk4
Stk4
Stk4
Kmt2a
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Kitl
Met
Ascl1
Ascl1
Blm
Blm
Blm
Blm
Blm
Blm
Birc6
Birc6
Mmp16
Map7
Tnf
Cdkn2a
Cdkn2a
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Fgf9
Ndst1
Mrps27
Chek1
Ptges3
Foxp2
Zfp423
Slc26a2
Prl2c2
Prkcq
Hhex
Efnb2
Ntn1
Ntn1
Satb1
Cdk5rap3
Abcc9
Prkcd
Prkca
Pou1f1
Abcb1b
Mir205
Mir205
Mir205
Ebi3
Mir145a
Mir143
Mir125b-1
Pde5a
Uncx
Vegfd
Neurod4
Sfrp2
Otud6b
Bmpr1a
Rian
Rian
Coro1a
Pou3f2
Ppard
Ppard
Ppard
Ppard
Ppard
Ppard
Thpo
Fzd4
Dipk2a
Dipk2a
Cdon
Cdon
Rassf5
Tnfsf11
Tnfsf11
Isl1
Nes
Cd79a
Fzd3
Fzd6
Washc1
Ndrg2
Esr1
Esr1
Esr1
Esr1
Nr4a3
Bap1
Bap1
Bap1
Bap1
C1ql4
Npr2
Enpp1
Enpp1
Enpp1
Nppc
Nppb
Pnp
Pnp
Pnp
Pnp
Notch2
Notch2
Notch2
Notch1
Notch1
Notch1
Notch1
Notch1
Mycn
Mycn
Mycn
Nkx3-1
Nkx3-1
Nkx3-1
Nkx3-1
Nkx3-1
Nkx3-1
Nkx2-6
Nkx2-6
Nkx2-5
Nkx2-5
Nkx2-5
Ngfr
Ngfr
Nfix
Nfix
Nfix
Nfix
Nfix
Nfix
Nfix
Nfe2
Nf2
Nf2
Nf2
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Nf1
Adgrg1
Trnp1
Ifna14
Slurp2
Tspan32
Lgr6
Rtl1
Rtl1
mKALRN/iso:kal9-specific
Serpinf1
Smo
Smo
Smo
Smo
Smo
Smo
Wnt10b
Wnt10b
Wnt10b
Wnt10b
Adm
Nfia
Nfia
Bcl2l2
Smad2
Ptprv
Ptprv
Ptprv
Ripply3
Ripply3
Rnf43
Lig4
Lig4
Lig4
Lig4
Scrib
Alkbh5
Ddr2
Slc11a1
mPRPF19
Usp13
Gins1
Rasgrp4
Junb
Junb
Dph1
Cd180
Cd180
Ell3
Ell3
Bnc1
Mta3
Mta3
Alkbh3
Kdf1
Kdf1
Kdf1
Kdf1
Kdf1
Kdf1
Nkx6-1
Wnt11
Wnt11
Wnt11
Cdkn1a
Cdkn1a
Fabp7
Fabp7
Fabp7
F2rl1
Mmp14
Pdgfrb
Pdgfb
Pdgfb
Pdgfb
Pdgfb
Pdgfb
Pdgfa
Hmga1
Serpinb1c
Serpinb1b
Palb2
Card11
Card11
Card11
Pbx1
Pbx1
Pbx1
Pbx1
Pax6
Pax6
Pax6
Pax6
Pax6
Pax6
Pax3
Pax3
Pax3
Pax3
Pax3
Pax3
Oca2
Dmrta2
Odc1
Phox2b
Phox2b
Frs2
Frs2
Med1
Med1
Med1
Uspl1
Sbds
Shank3
Shank3
Pelo
Usp28
Axin2
Axin2
Axin2
Axin2
Clec4g
Clec4g
Chrd
Chrd
Prox1
Prox1
Prox1
Prl
Prl
Prl
Prg4
Pparg
Pparg
Prrx1
Prrx1
Fbxw8
Mir664
Plcl2
Selenok
Tcirg1
H19
Gstp1
Grn
Grn
Grn
Grn
Ift57
Dchs1
Dchs1
Arhgef2
Arhgef2
Yap1
Yap1
Yap1
Yap1
Yap1
Yap1
Yap1
Zbtb16
Ncor2
Lrp2
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr3
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr2
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgfr1
Fgf7
Fgf7
Fgf7
Fgf7
Fgf7
Fgf4
Fgf4
Fgf4
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf2
Fgf1
Fgf1
Fbxo4
Irf6
Irf6
Irf6
Irf6
Irf6
Irf6
Irf6
Irf6
Nelfb
Ift74
Mecom
Zc3h12d
Ercc2
Ercc1
Erbb2
Pten
Pten
Pten
Pten
Tenm4
Nrbp1
Errfi1
Errfi1
Errfi1
Errfi1
Fam83b
Hand2
Hand2
Kpna1
Cxcl12
Dock8
Sash3
Sash3
Lmntd1
Dchs2
Nfkbiz
Nfkbiz
Nfkbiz
Nfkbiz
Fubp1
Fubp1
Gnai2
Ankrd45
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gli2
Gja1
B4galt1
B4galt1
B4galt1
Fntb
Fntb
Fntb
Fntb
Cblb
Thap1
Ceacam1
L3mbtl2
L3mbtl2
Fermt1
Ndufs2
Nfib
Nfib
Nfib
Nfib
Nfib
Nfib
Tcf19
Vegfa
Vegfa
Vegfa
Vegfa
Vegfa
Hook3
Ovol1
Ovol1
Cd2ap
Cops2
Cops2
Zpr1
Zpr1
Tacc1
Tacc1
Tacc1
Gfap
Gfap
Gbx2
Gbx2
Gba1
Gba1
Gata4
Gata3
Gata3
Gata2
Gata2
Gata1
Gata1
Gata1
Gas1
Gas1
Bak1
Cx3cl1
Foxm1
Foxm1
Foxm1
Foxc2
Foxc2
Foxc2
Pdgfc
Foxc1
Foxc1
Foxg1
Foxg1
Eaf2
Eaf2
Eaf2
Megf10
Megf10
Fyn
Cip2a
Cip2a
Pdpn
Pura
Pura
Pura
Pura
Pura
Stat1
Stat1
Stat4
Stat3
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5b
Stat5b
Stat5b
Stat5b
Stat5b
Stat6
Tarbp2
Wnt2b
Fst
Fshr
Fshr
Fshb
Fshb
Fpgs
Flt3
Flt3
Flt3
Fkbp1a
Ccn2
Myc
Myc
Myc
Myc
Myc
Calcrl
Calcrl
Calcrl
Il33
mVEGFA/iso:3
mVEGFA/iso:2
mVEGFA/iso:2
mVEGFA/iso:2
Tbck
Malt1
Cks1b
Suz12
Msx1
Msn
Marcksl1
Taf8
Kcnq1ot1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Nr2e1
Lmx1b
Lmx1b
Mre11a
Kcnj8
Kcnj8
Brat1
Lzts2
Rasgrf1
Rpl29
Lims2
Lims2
Lims2
Prdm1
Fgf8
Fgf8
Fgf8
Fgf8
Fgf8
Fgf8
Fgf8
Smarca2
Smarca2
Osr1
Osr1
Zeb2
Zeb2
Lgi4
Lgi4
Lgi4
Cdh13
Prdx1
Tnfsf13b
Tnfsf13b
Tnfsf13b
Arih2
Ift172
Zeb1
Zeb1
Zeb1
Mus81
Appl2
Lhx5
Lhx5
Pak1ip1
Kif3a
Kif3a
Mapk11
Ifna
Ifna
Ifna
Ifna
Ifna
Ifna1
Ifna2
Ifna4
Ifna5
Ifna6
Ifna7
Ifna9
Ifnb1
Ifnb1
Ifng
Cert1
Larp7
Lmbr1l
Il11
Znrf3
Cd38
Poldip2
Il11ra1
Lefty1
Lefty1
Mecp2
Mecp2
Lamc1
Rrn3
Ascc3
Fam83a
Il17a
Orc3
Orc3
Orc3
Orc3
Aspm
Aspm
Aspm
Aspm
Aspm
Otp
Otp
Cxadr
Cxadr
Smad3
Shox2
Shox2
Tacc2
Tacc2
Tacc2
Prok2
Prok2
Txnrd1
Poc1b
Rap1b
Rap1b
mVEGFC/iso:1
Trim71
Rc3h1
Clec12b
Cer1
Cer1
Cer1
Smad4
Smad4
Smad4
Smad4
Smad4
Smad4
Smad4
Smad4
Acsl6
Setmar
Cd276
Cd276
Phb2
Phb2
Tbx5
Tbx5
Hdac2
H3f3a
Ifnab
Lrrc17
Stk3
Stk3
Stk3
Stk3
Stk3
Tnfrsf14
Tbk1
Elf4
Elf4
BC004004
Dbn1
Chuk
Chuk
Cebpa
Cebpa
Mef2c
Mef2c
Mef2c
Mef2c
Btc
Btc
Id4
Id4
Id4
Id4
Numbl
Numbl
Phip
Phip
Phip
Phip
Phip
Angptl8
Angptl8
Ext1
Ext1
Ext1
Il20rb
A4gnt
Ddr1
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Disc1
Dlg1
Dlg1
Dlg1
Prok1
Prok1
Prok1
Prok1
Sdcbp2
Bax
Bax
Bax
Bax
Bax
Bax
Bcl6
Bcl6
Bcl6
Bcl6
Hmx2
Hmx2
Hmx2
Dmrt1
Dmrt1
Bmpr2
Tgif1
Tgif1
Slc20a1
Kif1a
Btg2
Btg2
Kctd11
Kctd11
Sp2
Pdk1
Tnfsf18
Tnfsf18
Tnfsf18
Tns3
Tns3
Brpf1
Ifnk
Ednra
Ednra
Csf1r
Csf1r
Csf1r
Csf1
Csf1
Csf2
Csf2
Gapt
Gapt
Il34
Kctd13
Spon2
Bbs1
Tbx20
Ifne
Ifna13
Serpinb1a
Serpinb1a
Cks2
Mustn1
Mir145b
Sugt1
Sugt1
Wnt16
Dicer1
Dicer1
Dicer1
Cav2
Cav2
Cav2
Cav2
Cav2
Kifap3
Kifap3
Kifap3
Kifap3
Kifap3
Sema5a
Gata6
Ereg
Snhg15
Vpreb1a
Vpreb1a
Vpreb1a
Vpreb1b
Vpreb1b
Enpep
Wdr47
Asph
Dsn1
Alms1
Mcm7
Acvr1c
Ndfip1
Il18rap
Btrc
Bmp10
Itch
Ing5
Emp2
Fat4
Fat4
Emx2
Gm13277
Gm13276
Gm13275
Gm13272
Gm13271
Sdr16c5
Polr3g
Polr3g
Polr3g
Egr1
Egfr
Egfr
Egfr
Egf
Egf
Egf
Egf
Edn3
Edn3
Ptpn6
Ptpn6
Brk1
Mvp
Tcf7l2
Psen1
Inca1
Inca1
Hpse2
Fgf13
Fgf13
Nfatc1
Nfatc1
Atoh8
Arx
Ighe
Bglap2
Bglap2
Bglap2
Bglap
Bglap
Bglap
Bglap
Bglap
Bcl2l1
Bcl2l1
Bcl2
Bcl2
Bcl2
Tff1
Col9a1
Col8a2
Col8a1
Col6a1
Col3a1
Col18a1
Clu
Trp63
Trp63
Trp63
Cntnap4
Insm1
Setd1a
Ctc1
Larp1

0:00

